"Participant_Activity" "tBodyAcc-mean-X" "tBodyAcc-mean-Y" "tBodyAcc-mean-Z" "tBodyAcc-std-X" "tBodyAcc-std-Y" "tBodyAcc-std-Z" "tGravityAcc-mean-X" "tGravityAcc-mean-Y" "tGravityAcc-mean-Z" "tGravityAcc-std-X" "tGravityAcc-std-Y" "tGravityAcc-std-Z" "tBodyAccJerk-mean-X" "tBodyAccJerk-mean-Y" "tBodyAccJerk-mean-Z" "tBodyAccJerk-std-X" "tBodyAccJerk-std-Y" "tBodyAccJerk-std-Z" "tBodyGyro-mean-X" "tBodyGyro-mean-Y" "tBodyGyro-mean-Z" "tBodyGyro-std-X" "tBodyGyro-std-Y" "tBodyGyro-std-Z" "tBodyGyroJerk-mean-X" "tBodyGyroJerk-mean-Y" "tBodyGyroJerk-mean-Z" "tBodyGyroJerk-std-X" "tBodyGyroJerk-std-Y" "tBodyGyroJerk-std-Z" "tBodyAccMag-mean" "tBodyAccMag-std" "tGravityAccMag-mean" "tGravityAccMag-std" "tBodyAccJerkMag-mean" "tBodyAccJerkMag-std" "tBodyGyroMag-mean" "tBodyGyroMag-std" "tBodyGyroJerkMag-mean" "tBodyGyroJerkMag-std" "fBodyAcc-mean-X" "fBodyAcc-mean-Y" "fBodyAcc-mean-Z" "fBodyAcc-std-X" "fBodyAcc-std-Y" "fBodyAcc-std-Z" "fBodyAcc-meanFreq-X" "fBodyAcc-meanFreq-Y" "fBodyAcc-meanFreq-Z" "fBodyAccJerk-mean-X" "fBodyAccJerk-mean-Y" "fBodyAccJerk-mean-Z" "fBodyAccJerk-std-X" "fBodyAccJerk-std-Y" "fBodyAccJerk-std-Z" "fBodyAccJerk-meanFreq-X" "fBodyAccJerk-meanFreq-Y" "fBodyAccJerk-meanFreq-Z" "fBodyGyro-mean-X" "fBodyGyro-mean-Y" "fBodyGyro-mean-Z" "fBodyGyro-std-X" "fBodyGyro-std-Y" "fBodyGyro-std-Z" "fBodyGyro-meanFreq-X" "fBodyGyro-meanFreq-Y" "fBodyGyro-meanFreq-Z" "fBodyAccMag-mean" "fBodyAccMag-std" "fBodyAccMag-meanFreq" "fBodyBodyAccJerkMag-mean" "fBodyBodyAccJerkMag-std" "fBodyBodyAccJerkMag-meanFreq" "fBodyBodyGyroMag-mean" "fBodyBodyGyroMag-std" "fBodyBodyGyroMag-meanFreq" "fBodyBodyGyroJerkMag-mean" "fBodyBodyGyroJerkMag-std" "fBodyBodyGyroJerkMag-meanFreq"
"partic_06_Sitting" 0.277706524923077 -0.0144439611943846 -0.110956440953846 -0.988675481769231 -0.948792698615385 -0.947136082461538 0.934511987153846 0.0358477280153846 0.0101490345969231 -0.987979228923077 -0.966853846461538 -0.946073146046154 0.0748607269923077 0.00579481114430769 4.77078594615386e-05 -0.988115090153846 -0.979630470307692 -0.983418130923077 -0.0394302883769231 -0.0659824896223077 0.0749797419584615 -0.982871138307692 -0.972916408769231 -0.962477488384615 -0.0951358460461538 -0.0409187222209231 -0.0488022519 -0.986198185384615 -0.987215313846154 -0.986683215615385 -0.962588777 -0.951204600692308 -0.962588777 -0.951204600692308 -0.985686645692308 -0.981846734384615 -0.953163756846154 -0.957975925846154 -0.989570039230769 -0.984612448153846 -0.987488020461538 -0.957373078307692 -0.961009960461538 -0.989235698769231 -0.947219979307692 -0.943642017461539 -0.0173964008784615 0.0642871252323077 0.0949787494484615 -0.988298504230769 -0.979610783384615 -0.980899635615385 -0.989004481461538 -0.981214353923077 -0.984543513923077 0.183571531776923 -0.0195752122513077 0.00678774117461538 -0.979019885384615 -0.976532747923077 -0.966054433153846 -0.984148109307692 -0.971208263384615 -0.964828673538461 0.0659500979815385 -0.233036486496923 -0.0126744913753846 -0.960064616384615 -0.953596621384615 0.0827830629669231 -0.981427342769231 -0.981322363153846 0.304449494703846 -0.968153640076923 -0.958979957538462 -0.0977842230188462 -0.985509565153846 -0.984284033461538 0.244427721481538
"partic_06_Standing" 0.278007478807947 -0.0177298699298013 -0.106100058470662 -0.979583529271523 -0.923329402516556 -0.942751590331126 0.907846653178808 -0.280910583576159 -0.0704401421127815 -0.983897637748344 -0.966940369470199 -0.956247167019867 0.0751834875298013 0.00905110139668874 -0.00505162581335099 -0.976350335629139 -0.961978746887417 -0.97561111807947 -0.0255923574272185 -0.0735667929013907 0.0828886368 -0.935627748874172 -0.945862043112583 -0.94773546384106 -0.101656568483444 -0.0417878065086093 -0.0532708330264901 -0.956570137880795 -0.971429185629139 -0.971221279205298 -0.950935808874172 -0.944095980728477 -0.950935808874172 -0.944095980728477 -0.974765247748344 -0.965268228741722 -0.932494530198676 -0.912900624304636 -0.971561963774835 -0.960443885430464 -0.97691017781457 -0.937440277682119 -0.955940583576159 -0.980918518344371 -0.92103103410596 -0.939924634900662 -0.0522420479887417 -0.0561433044152318 0.0505553417503311 -0.976456591589404 -0.961835047417219 -0.971762014966887 -0.978428476821192 -0.965127432582781 -0.978166659536424 0.18031022348755 -0.114602279591854 0.00591366713410596 -0.932508123245033 -0.950261208741722 -0.949916634768212 -0.937669531655629 -0.94396139794702 -0.951988268145695 -0.244985241487815 -0.258137263895364 -0.0825958941311258 -0.952085780198676 -0.948019634635762 0.0235806071469536 -0.965915727152318 -0.963633444834437 0.217526041940397 -0.933600387549669 -0.915316841059603 -0.207383174284768 -0.962207071456954 -0.960776869337748 0.0978565189017219
"partic_06_Walking" 0.272454547589286 -0.0197226746863393 -0.111498506928571 -0.2688838655625 0.213446385162411 -0.248935168982143 0.915295356875 -0.254841159955357 -0.119623784294643 -0.976131027142857 -0.965603374285714 -0.95551313 0.0804173695196429 -0.00250498754732143 0.0161648975366071 -0.234892391916071 0.0603036329607143 -0.467530319732143 -0.0156831564214286 -0.07948192127 0.0800039718330357 -0.367398175160714 -0.208691673135714 -0.285731092821429 -0.0908524515803572 -0.0440690131571429 -0.0529957109428571 -0.350211292473214 -0.363193495125 -0.389009435925 -0.0643814682185357 -0.32299607025 -0.0643814682185357 -0.32299607025 -0.183539480929464 -0.140545846465179 -0.151210685676786 -0.301323498633036 -0.3704175874375 -0.362190084546429 -0.263733125450893 0.148304741089554 -0.3324616775625 -0.273012951625 0.169355464533929 -0.264261351366071 -0.329506387696429 0.00298988304616072 0.0581860792444643 -0.2937927743125 -0.0338711112410714 -0.442631863303571 -0.242945815648214 0.0907768125646429 -0.490968444821429 -0.354954664315179 -0.4344569749375 -0.312852853949107 -0.264692745702679 -0.252842848697054 -0.266793567409821 -0.402431381125 -0.190184115824107 -0.359622394321429 -0.0999035074696429 -0.0408481488278571 -0.129477704963571 -0.235467740758036 -0.485370957053571 0.227868934491071 -0.158137481970893 -0.129191605796071 0.0543089338325 -0.30614317977875 -0.424475417669643 0.285599114017857 -0.399500495985893 -0.361734627296429 0.0924748609892857
"partic_06_Walking_downstairs" 0.29501912078022 -0.013227556130989 -0.0968387065384615 0.131736851716484 0.274350135362967 -0.196386652157143 0.924322054285714 -0.213554197714286 -0.0953402138791209 -0.945294730989011 -0.927785703296703 -0.910293475164835 0.0941448266956044 -0.00359558329186813 -0.00600431300406594 -0.119390779352747 -0.0104585612087912 -0.459768192263736 -0.0208131653076923 -0.0555624806010989 0.0596127896146154 -0.288597544131868 -0.30475504943956 -0.157821301615385 -0.0768536824945055 -0.0478461830816483 -0.0598735651598901 -0.389543554005494 -0.454662123351648 -0.272845221894505 0.185000793622637 0.131575707128571 0.185000793622637 0.131575707128571 -0.142331947314286 -0.081320782051978 -0.0711937763291209 -0.193401603342637 -0.405749893417582 -0.435695947221978 -0.0284131333157143 0.193361650989011 -0.253804528817582 0.186789243974505 0.233518512417582 -0.229838208543956 -0.506132148791209 -0.103232423225275 -0.0319773027395604 -0.207312677268451 -0.0757806683978022 -0.428227034186813 -0.109163351915385 -0.0061588349010989 -0.49009100056044 -0.480069324967033 -0.529139151879121 -0.466443924725275 -0.191077725281319 -0.296332346593407 -0.0767999440747253 -0.32404847296044 -0.31637608556044 -0.264395045340659 -0.250842417401099 -0.084376812706044 -0.128634178844506 0.104462406884615 -0.0311641238472527 -0.0786602926234066 -0.0885568264021978 -0.0804842048076923 -0.0783602849736264 -0.256699533391209 -0.291798341351648 -0.0315883124261538 -0.445968458736264 -0.464515837885714 0.0611703218384615
"partic_06_Walking_upstairs" 0.252343869363636 -0.0256264140543434 -0.121153157151515 -0.0903258047821212 0.0720176957252525 -0.229720484984848 0.814155037676768 -0.384990072222222 -0.211598279337172 -0.940159127272727 -0.92041452949495 -0.916716578383838 0.0803284184676768 0.0183505293747475 -0.00896031129545454 -0.237559843353535 -0.303942274808081 -0.583357390808081 0.0192068977525253 -0.116563512329071 0.0574370661939394 -0.494573455161616 -0.292999477075657 -0.018800271330303 -0.145609158586768 -0.0298752045832323 -0.0375711092567677 -0.536531516464646 -0.531071883737374 -0.426821810941414 -0.00171437044444444 -0.152019057763636 -0.00171437044444444 -0.152019057763636 -0.30488283279798 -0.31288343930303 -0.102528656680808 -0.344551694565657 -0.500626149292929 -0.565415734141414 -0.140106054890909 -0.0721160884236364 -0.35794278150505 -0.0730960845343434 0.0725104235181818 -0.224197387161616 -0.487640039151515 -0.156162589679798 -0.181441326618455 -0.306639821573737 -0.343623319467677 -0.560761622525253 -0.235637814058586 -0.308393000535354 -0.604534589393939 -0.523991806060606 -0.514933924242424 -0.498856062222222 -0.393794009373737 -0.336447581788889 -0.097941712720202 -0.528359507383838 -0.274007884242424 -0.0855502230858586 -0.192985099437677 -0.236094537385859 -0.307548748125253 -0.178486312454545 -0.270375392080808 -0.0752596751414141 -0.285455642014141 -0.356538793434343 -0.0535760818367677 -0.392052802909091 -0.426643487505051 -0.0478164423276768 -0.556388751717172 -0.610135094646465 0.103283730169697
"partic_07_Laying" 0.272745132354839 -0.0172415515322581 -0.108170776877419 -0.966396610451613 -0.977944855806452 -0.979513977612903 -0.531049318193548 0.731585032516129 0.685866150064516 -0.959634345483871 -0.98999448516129 -0.984369262774194 0.0788526977212903 0.0115362268293548 -0.00326647711562581 -0.984887385677419 -0.978196974322581 -0.985857325419355 -0.0233851558428671 -0.0953979774387097 0.110057020490323 -0.981958745806452 -0.962076369290322 -0.977147693483871 -0.0989519090903226 -0.0376515256163226 -0.0610753705032258 -0.977852270645161 -0.981580748516129 -0.989477542709677 -0.968858955032258 -0.966055533225807 -0.968858955032258 -0.966055533225807 -0.985130372258065 -0.982032868774194 -0.953508734387097 -0.956800044903226 -0.984152582129032 -0.979508598451613 -0.975165452 -0.976529603032258 -0.981296541032258 -0.963516677354839 -0.979356338645161 -0.979313955741936 -0.322288573555613 0.287102728296065 0.270007286853419 -0.984649135483871 -0.978251746387097 -0.984203975612903 -0.986607689419355 -0.979754758645161 -0.986062827806452 0.143212510875484 0.079865680468129 0.102740539990968 -0.975299139806452 -0.969297586258065 -0.97725859483871 -0.984301770645161 -0.958884488193548 -0.979219691419355 0.232592554678581 -0.167953855492903 0.147883773786903 -0.972521169096774 -0.967311290129032 0.127902628370968 -0.98177659283871 -0.981232645225806 0.274487696578065 -0.964870656387097 -0.959295123354839 0.0669781697594194 -0.980360479806452 -0.979685122451613 0.146088772909032
"partic_07_Sitting" 0.273659290851064 -0.0149964584977305 -0.105974829368794 -0.983223301631206 -0.95321842787234 -0.954401967943262 0.744506930921986 0.274456697609929 0.306073018719149 -0.979147559787234 -0.970800634326241 -0.961847476950355 0.0758363123198582 0.00943958222813475 0.000349814521886524 -0.987776864042553 -0.97941527893617 -0.985720045531915 -0.0282671330503546 -0.0631093610702128 0.0887698781037589 -0.986306663191489 -0.968533538652482 -0.968335558510638 -0.0981851749858156 -0.041600668212766 -0.0554710981808511 -0.989900592056738 -0.98858231858156 -0.987499938085106 -0.96540418035461 -0.957554478297872 -0.96540418035461 -0.957554478297872 -0.986005291985816 -0.984790308652482 -0.95303391035461 -0.959541766241135 -0.990345460921986 -0.988191148014184 -0.984201296312057 -0.961732552411347 -0.966651792695036 -0.982870285673759 -0.951402400496454 -0.950836691276596 -0.171239576625532 -0.0030899726864539 0.0450544376221277 -0.987779585106383 -0.979183368368794 -0.983011513829787 -0.98892027858156 -0.98126523858156 -0.987118187234043 0.138023171413475 -0.0905843729943262 0.00744600177692908 -0.983640362836879 -0.974463728014184 -0.971346953049645 -0.987175014468085 -0.965559316524823 -0.970272175531915 0.00980345911134752 -0.339256743560284 -0.098790912939078 -0.965657590992908 -0.959095887163121 0.0176341875799716 -0.984098068723404 -0.984616339503546 0.309491837907092 -0.970862717092199 -0.959464990070922 -0.14969983693539 -0.988717905177305 -0.988076939148936 0.153051634135106
"partic_07_Standing" 0.27922991528169 -0.0149647920007606 -0.108643769380282 -0.988620830140845 -0.940757577394366 -0.941755903661972 0.954928615915493 -0.185657955880282 0.0413799444971831 -0.99230758056338 -0.969837071760563 -0.952702047323944 0.075026076415493 0.0104335971462676 -0.00107906169478169 -0.982742347253521 -0.969183860985916 -0.982048101408451 -0.0264368403688732 -0.0661127450211268 0.074002786943662 -0.953218144577465 -0.968469502957746 -0.965216546830986 -0.0991186962521127 -0.0427204344492958 -0.0520567933002113 -0.975481464859155 -0.985126222112676 -0.983367890704225 -0.955430458591549 -0.955431491619718 -0.955430458591549 -0.955431491619718 -0.980421670704225 -0.976466597535211 -0.947951908380282 -0.945314472112676 -0.984142543028169 -0.981575865 -0.985812466549296 -0.950976483239437 -0.961387880492958 -0.990039295070423 -0.938947357183099 -0.936115559647887 0.0729825940725352 -0.0638970696112676 0.0141280175316901 -0.983155237464789 -0.968898233309859 -0.978947766830986 -0.983876749366197 -0.971955679647887 -0.98383753528169 0.203000186497183 -0.121957089682958 0.0543098021950704 -0.953052567464789 -0.972809366901409 -0.967546128450704 -0.954031178169014 -0.96639911415493 -0.96781725915493 -0.286526524645775 -0.212704499115493 -0.090207830965493 -0.964613011690141 -0.957098390704225 -0.0233794631338028 -0.975790342535211 -0.976271606126761 0.291978366322535 -0.961174951690141 -0.945316297535211 -0.234639215299296 -0.982876055985915 -0.981026678873239 0.103587364506338
"partic_07_Walking" 0.275539166272727 -0.0209528343654545 -0.1163352025 -0.271338856103727 0.00467532989227273 -0.218232490383636 0.948129416363636 -0.166275665681818 -0.116769195236364 -0.976858866090909 -0.960722139909091 -0.946922767909091 0.07746297033 0.0132060612227411 -0.0216207036809091 -0.204037444414455 -0.121095992190909 -0.343793589988182 -0.0417416813240909 -0.0702462603536364 0.0889799360363636 -0.318630082101818 -0.310952380997364 -0.258140795337273 -0.07231858821 -0.0410350813509091 -0.06751931089 -0.220897186360909 -0.408993018878182 -0.395125883344545 -0.127532252081818 -0.300637585191545 -0.127532252081818 -0.300637585191545 -0.159022146995455 -0.199233808472727 -0.165230703505455 -0.307637043549091 -0.345620309952727 -0.421515176230909 -0.273812636527273 -0.027125373332 -0.231005539772727 -0.271349265113636 -0.0431315600227273 -0.276462568048182 -0.247945091389091 -0.00881624848254545 0.180847955837273 -0.252811387283273 -0.180964023175455 -0.308931854045455 -0.224724153097273 -0.114833180383636 -0.377198706460818 -0.235029280614545 -0.415270532909091 -0.213953289065455 -0.139070108118182 -0.299029657384545 -0.211365674657455 -0.376521243416 -0.324350169218182 -0.343160888290909 -0.0733072423437273 -0.0108961785681818 -0.134072377389091 -0.213928008724273 -0.464769783227273 0.226296881321273 -0.186220409916545 -0.223016008158182 0.11332009577 -0.326857507748182 -0.41917290391 0.267756510229091 -0.425450013890909 -0.458106386963636 0.228668399432182
"partic_07_Walking_downstairs" 0.277867559478723 -0.0145818275370319 -0.116799462774234 0.21169658851383 0.153557855392553 -0.099814631393617 0.922279587978723 -0.164294390968085 -0.134324483135851 -0.936072472872341 -0.931688272021277 -0.924431773085106 0.0772876303617021 -0.0186683530269149 -0.00891843293138298 0.0285064817553191 0.0483607248287234 -0.178123395648936 -0.136107672593617 -0.0203328923106383 0.133543496858511 -0.141669331734043 -0.26354008106383 -0.300363552723404 -0.0674869461340425 -0.0334436581478723 -0.0467447921361702 -0.135400563028723 -0.309931247851064 -0.231689373737979 0.224278971096808 0.158391569269149 0.224278971096808 0.158391569269149 0.0263217411914894 0.102992151192553 -0.00500999589361702 -0.114129683118085 -0.254549875521277 -0.286870568807447 0.0927194970212766 0.154721177110638 -0.0557943615771277 0.252784920028511 0.0785501011691489 -0.203102520138298 -0.45099855043617 -0.00160452410531915 0.239742001807872 -0.0233116567446808 -0.017323216787234 -0.12155295306383 -0.0104343753021277 0.0493787841619149 -0.233071017860638 -0.332770351510638 -0.403788943989362 -0.222601823787234 0.0376354131170213 -0.192605384585106 -0.144462932930851 -0.202141376917021 -0.318072254223404 -0.425003208978723 -0.0929058505010638 0.0968050637159574 0.0933742761220213 0.229835165251915 -0.06818494195 0.0726352855808511 0.105873738914894 0.0828293423952128 0.0713117304819149 -0.134374648312766 -0.261794360025532 0.164210600024468 -0.287106623117021 -0.339134086095745 0.135184482116915
"partic_07_Walking_upstairs" 0.258664016737374 -0.0272992437076768 -0.129119720767677 -0.257265106459596 0.0016417378989899 -0.229284866447475 0.875282176060606 -0.297943782626263 -0.224659674626263 -0.943728112727273 -0.910369192222222 -0.895350003939394 0.0849879790554545 0.0139689774626263 0.00490748865343434 -0.367659372646465 -0.312257437518182 -0.491675936262626 0.0683314606787879 -0.11748097690303 0.0147028809868687 -0.508486458787879 -0.408574164565657 -0.208140078171717 -0.128621232997172 -0.0329042654545455 -0.0512616581121212 -0.478423628145455 -0.58421117979798 -0.538445897374747 -0.12790422991 -0.254657442939394 -0.12790422991 -0.254657442939394 -0.337256099444444 -0.37763111540404 -0.224205509151515 -0.407150224848485 -0.543211789727273 -0.585339923535354 -0.299260833001111 -0.105248620272727 -0.275156761477778 -0.24283998629899 -0.0106784833126263 -0.265703949112121 -0.438478817755556 -0.153943520224242 -0.0398128968154545 -0.39026200270404 -0.344300861181818 -0.441882355636364 -0.40191702579798 -0.324662013475758 -0.54050048979798 -0.344795501949495 -0.450481256474748 -0.329979447040404 -0.378460129206061 -0.416843541122222 -0.248524907846465 -0.552266396161616 -0.409914121658586 -0.269774879505051 -0.107352008292323 -0.117746378417172 -0.26617971779798 -0.224251605038384 -0.39091777010101 -0.000300047022222223 -0.331857561925253 -0.449556263333333 0.124568916145455 -0.453220660646465 -0.479600995050505 -0.00616536424040404 -0.577859819292929 -0.627377035555556 0.112476625767677
"partic_08_Laying" 0.268413125902778 -0.0171407595655556 -0.106041701513889 -0.954710068472222 -0.951242404791667 -0.952033860416667 -0.266717482597222 0.718182337847222 0.620731133402778 -0.936640781319445 -0.978514323472222 -0.961326436111111 0.0863029207340278 0.0100964039903681 -0.0110947936447222 -0.982380118472222 -0.960569028888889 -0.981928021736111 -0.0225322231006944 -0.106005110764583 0.124951808847222 -0.974545819305556 -0.955507916597222 -0.974118552430556 -0.0996398525736111 -0.0359383328368056 -0.0642932772847222 -0.981066024930556 -0.983819922291667 -0.986955444722222 -0.953331965694444 -0.938101100881944 -0.953331965694444 -0.938101100881944 -0.978036120972222 -0.971890298263889 -0.942137979861111 -0.948442635625 -0.985598130069445 -0.982415874861111 -0.964697263819444 -0.952124544791667 -0.963921723680556 -0.951505237569444 -0.953179721111111 -0.948882299444444 -0.425967062975 0.190929726555597 0.0911166462256944 -0.982071447291667 -0.961513380902778 -0.979288001875 -0.984443095208333 -0.962365351111111 -0.983176257777778 0.123649973004722 0.0209316246076389 0.056338807106875 -0.971082946805556 -0.967675442916667 -0.973561733541667 -0.975802352222222 -0.950193347222222 -0.976721992083333 -0.0907104519319444 -0.452433977711111 0.223731457476389 -0.9483768075 -0.941726160291667 0.0270099569236111 -0.972385249444444 -0.970266969027778 0.290040043918056 -0.962051880625 -0.948747981388889 -0.226552427268056 -0.983224224444445 -0.982394560277778 0.207353041461806
"partic_08_Sitting" 0.275316899451852 -0.0117202648488889 -0.109767779644444 -0.987530118222222 -0.938487346177778 -0.949432730222222 0.913835678518519 0.091928770532183 0.00503712991111111 -0.988665623111111 -0.962085637503704 -0.960064553407407 0.0767254400666667 0.00359822467467556 -0.00461040512674074 -0.984736727037037 -0.966259582888889 -0.983310712888889 -0.0308239596533778 -0.0742419394977778 0.0898058378 -0.98164060837037 -0.969746277333333 -0.958824351481481 -0.0995720748 -0.0401483603116593 -0.0512911534471111 -0.982223621333333 -0.987766624444444 -0.980862039851852 -0.960275673703704 -0.950665952592593 -0.960275673703704 -0.950665952592593 -0.980089839407407 -0.977642437407408 -0.950560817481481 -0.955548480666667 -0.986671465407407 -0.984933513259259 -0.985740698518519 -0.944995015481481 -0.963794306 -0.988498547851852 -0.938637608296296 -0.94551873162963 0.0691965026748148 0.13844103708 0.0850621748555556 -0.984976418740741 -0.96626116162963 -0.980367872074074 -0.985860818666667 -0.968845683333333 -0.984939663407407 0.232745970557111 -0.0353435288592593 0.0202988296155556 -0.975892106444444 -0.975294904592592 -0.960890530148148 -0.983549605185185 -0.967092551481482 -0.96199648437037 0.0964707224711852 -0.247687863740741 -0.0408246501214815 -0.957856215185185 -0.954213562222222 0.167851364088889 -0.97688249762963 -0.97758153837037 0.290626289393333 -0.967073054222222 -0.956035882074074 -0.045793334982963 -0.985026676592593 -0.985580556296296 0.188164234362667
"partic_08_Standing" 0.278322312827586 -0.013920305613931 -0.1049104044 -0.979682269103448 -0.911931019793104 -0.927105471586207 0.91017285337931 -0.241781348151724 -0.0630204974965517 -0.979045251448276 -0.954482758965517 -0.935732259413793 0.0741715811737931 0.00365406645373793 -0.0102217017718621 -0.975334375931035 -0.954047391310345 -0.976038141586207 -0.0236036565158621 -0.0691822264629655 0.082267910862069 -0.942112547517241 -0.953371506068966 -0.940274669793103 -0.103144992751724 -0.0426297728317241 -0.0519883039734483 -0.963280104965517 -0.976525961034483 -0.96868978737931 -0.938577127103448 -0.931452173862069 -0.938577127103448 -0.931452173862069 -0.970364556965517 -0.966413178137931 -0.930968994068966 -0.922260438275862 -0.973287369862069 -0.971569062965517 -0.976462254137931 -0.926466220413793 -0.949216760275862 -0.981288070137931 -0.910267688282759 -0.921254376758621 -0.028193641789269 -0.00338501136965517 0.00333829010655173 -0.975068124344828 -0.954122247862069 -0.972412334413793 -0.978053722206897 -0.957547310758621 -0.978373996827586 0.200927109141379 -0.119897066688276 -0.00286286441655172 -0.937090344068965 -0.958503141655172 -0.942380907241379 -0.944422252206897 -0.95089274737931 -0.945176401862069 -0.221510871795862 -0.293441773686276 -0.135050660162759 -0.945036645310345 -0.935053562137931 0.0183987106937931 -0.965036222482759 -0.967332719862069 0.256923522047448 -0.940303877724138 -0.924371096758621 -0.19765865068 -0.97162527937931 -0.973351595310345 0.115609046492414
"partic_08_Walking" 0.278861288392857 -0.0163818794927679 -0.108114189071429 -0.374430090571429 -0.017116299626875 -0.3923837691875 0.916886352321429 -0.218236055035714 -0.0341379211607143 -0.977210358660714 -0.966190252946429 -0.968526204464286 0.0782936067696429 0.00267557308214286 -0.00513830849196429 -0.212471233853214 -0.134598713791902 -0.599918735714286 -0.0383605088816964 -0.0663478817785714 0.0888338018169643 -0.469027763392857 -0.541196839642857 -0.499768077946429 -0.10211504889375 -0.0450198954446429 -0.0583678576589286 -0.374675858946429 -0.656728752946429 -0.572888269107143 -0.2244886504375 -0.421836190205357 -0.2244886504375 -0.421836190205357 -0.265225717403571 -0.208707810700893 -0.398891657085714 -0.485882118392857 -0.563202141875 -0.600250192232143 -0.355580064491071 -0.06432103370625 -0.477467854642857 -0.382844191205357 -0.0557253575125893 -0.394909579947321 -0.148275133754464 0.0266325328995536 0.00196682109050893 -0.285321334026786 -0.202022945753571 -0.578891999553571 -0.209152054333929 -0.119337136078571 -0.619703952678571 -0.163055177515089 -0.376148520089286 -0.312012061209821 -0.314546931696429 -0.541413356339286 -0.453683182526786 -0.519066841428571 -0.545431356607143 -0.56280167125 -0.0759479257517857 -0.155051942036607 0.0149266237107143 -0.358161836821429 -0.552269168125 0.312775539901786 -0.237533776094643 -0.180344115983036 0.153358380565714 -0.516535459830357 -0.556010695446429 0.216369040819375 -0.619988390803571 -0.605275938571429 0.238627776439286
"partic_08_Walking_downstairs" 0.290713174577778 -0.0135607737612222 -0.10247309339 0.117768520933333 0.0413690373605556 -0.275487666488889 0.910207532111111 -0.209379283425556 -0.0195777222222222 -0.947726854555556 -0.936088935888889 -0.927039175666667 0.09366578161 -0.00788102354666667 -0.00992324310888889 -0.0718065757467778 -0.11292163531 -0.436354434500667 -0.114613423064444 -0.0270940325722222 0.103936985217778 -0.406196656477778 -0.526593507666667 -0.424120147111111 -0.0823872291844444 -0.0542193540422222 -0.0640636454788889 -0.472821907333333 -0.629642540555556 -0.377058883522222 0.0983050131655556 0.0911929998 0.0983050131655556 0.0911929998 -0.154537796870333 -0.0608124907411111 -0.265728156167778 -0.384496477033333 -0.522835848666667 -0.573105201 0.0160421511466667 0.02576570152 -0.285827379121111 0.152998788493333 -0.0223184973488889 -0.328888004351111 -0.389758582753333 0.0333165069144444 0.0900778348603111 -0.0997111894344445 -0.140123988234444 -0.39037781794 -0.127318425981111 -0.14518197732 -0.481052450764889 -0.233986076034444 -0.306399920751111 -0.237134157923333 -0.303523823162222 -0.513212853366667 -0.278264081844444 -0.442354572533333 -0.539968557 -0.536215305222222 -0.174404379283333 -0.06893188583 0.147148988483333 0.110410779291111 -0.0922584458122222 0.0563901283605556 -0.031426333408 -0.108610731217778 0.0516322147933333 -0.417802827 -0.471082031111111 0.0954586212911111 -0.556278702111111 -0.628568883111111 0.18289745992
"partic_08_Walking_upstairs" 0.268179109393939 -0.0280596990403434 -0.119534163212121 -0.22196472220202 0.0170922798076768 -0.299772091747475 0.867889628888889 -0.327592483434343 -0.102836715343434 -0.950147465858586 -0.931991548787879 -0.925837126262626 0.0788551759010101 0.00487207496060606 -0.0153090574535354 -0.40116992030303 -0.244354539444444 -0.648426431111111 0.0504090849747475 -0.119025323532323 0.0417223231979798 -0.491213706464646 -0.509384658080808 -0.164965090988081 -0.137586544036364 -0.0267793224247475 -0.0412443612040404 -0.552597376161616 -0.728562166767677 -0.55999310020202 -0.119209440633333 -0.243564959242424 -0.119209440633333 -0.243564959242424 -0.379143422727273 -0.421557969868687 -0.237684011150505 -0.467896435436364 -0.635210613030303 -0.704212772727273 -0.306205545959596 -0.050991542469697 -0.428309165252525 -0.19219137014899 -0.0141863644444444 -0.289115420686869 -0.454139081020202 -0.0804134250353535 -0.185860279384242 -0.42710406 -0.253778110077374 -0.60926134959596 -0.42819574040404 -0.289238092030303 -0.686981205656566 -0.326559502232323 -0.347662113547475 -0.355851472777778 -0.407104706464646 -0.571501361818182 -0.258188373808081 -0.520303336868687 -0.484352984444444 -0.216772078687879 -0.177032585347475 -0.306547152746465 -0.239475854040404 -0.267838030484848 -0.349597115858586 -0.0428096515462626 -0.377484656848485 -0.488017974646465 0.105840185591919 -0.528117943737374 -0.519692871030303 -0.0876816128636364 -0.687656565252525 -0.749949216262626 0.193113268065152
